name_document,len_tess,len_llm,levenshtein_distance,normalized_levenshtein,jaro_winkler_similarity,word_error_rate,sequence_matcher_ratio,length_difference,key,layout,binary
rsc37_rsc176_606.txt,4351,3787,906,0.20822799356469776,0.7988490005864785,0.43775100401606426,0.6561808798230524,-564,normal,0,0
rsc37_rsc176_693.txt,3981,3702,1009,0.25345390605375534,0.798528579529313,0.5625,0.21241702459976572,-279,normal,0,0
rsc37_rsc176_843.txt,3341,3247,500,0.14965579167913798,0.8941149858150796,0.4364937388193202,0.4784456587735276,-94,normal,0,0
rsc37_rsc176_722.txt,3193,2637,1049,0.32853116191669274,0.771660596190479,0.587521663778163,0.2696397941680961,-556,normal,0,0
rsc37_rsc176_293.txt,4910,4727,486,0.0989816700610998,0.8216398506011018,0.39155920281359907,0.17038497457715057,-183,normal,0,0
rsc37_rsc176_631.txt,4211,4085,757,0.1797672761814296,0.8048798553130941,0.4908835904628331,0.3008678881388621,-126,normal,0,0
rsc37_rsc176_871.txt,3602,2568,2562,0.711271515824542,0.728210880130359,0.8468606431852986,0.08914100486223663,-1034,normal,0,0
rsc37_rsc176_806.txt,3520,3403,640,0.18181818181818182,0.8095983176007345,0.3969594594594595,0.5665174057489528,-117,normal,0,0
rsc37_rsc176_876.txt,648,474,388,0.5987654320987654,0.6860427332081883,0.8791946308724832,0.09090909090909091,-174,normal,0,0
rsc37_rsc176_548.txt,3184,3097,236,0.07412060301507538,0.8254005486297316,0.2695167286245353,0.6887438306002229,-87,normal,0,0
rsc37_rsc176_699.txt,3181,3074,741,0.23294561458660798,0.799025330650846,0.47176684881602915,0.3651478816946443,-107,normal,0,0
rsc37_rsc176_402.txt,3117,1601,2326,0.7462303496952197,0.6625939336543393,0.9326424870466321,0.0877490462060195,-1516,normal,0,0
rsc37_rsc176_827.txt,2661,2628,422,0.15858699736941,0.867151694631511,0.40625,0.6148610323312536,-33,normal,0,0
rsc37_rsc176_835.txt,1455,1098,743,0.5106529209621993,0.8274994502677451,0.7808219178082192,0.11124167645906777,-357,normal,0,0
